query_id,query,desired_location,profile_skills,desired_experience,workplace_preference,desired_job_types,job_id,title,company,description,location,workplace,experience_level,job_type,posted_at,skills,salary,url,source,label
query-0189,senior Product Owner,"London, UK",discovery|agile|sql,senior,remote,full time,query-0189-job-2,Product Owner,Maple Cloud,"Role focused on lead product discovery strategy experiments and cross functional delivery, but requires entry experience and attendance in Remote.",Remote,onsite,entry,full time,2026-05-28 11:00:00+00:00,roadmaps|agile,"$90,000 - $140,000",https://jobs.example/query-0189-job-2,synthetic,0
query-0195,entry Site Reliability Engineer,"London, UK",aws|kubernetes|observability,entry,remote,contract,query-0195-job-4,ML Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with scikit learn python sql nlp in a collaborative team.,Remote,hybrid,senior,full time,2026-05-10 12:00:00+00:00,scikit learn|python|sql|nlp,"$90,000 - $140,000",https://jobs.example/query-0195-job-4,synthetic,0
query-0135,senior Data Platform Engineer,"London, UK",spark|sql|dbt,senior,remote,full time,query-0135-job-4,Product Owner,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with agile analytics discovery roadmaps in a collaborative team.,Remote,hybrid,lead,contract,2026-05-10 12:00:00+00:00,agile|analytics|discovery|roadmaps,"$90,000 - $140,000",https://jobs.example/query-0135-job-4,synthetic,0
query-0043,lead UX Researcher,"Berlin, Germany",research|figma|design systems,lead,hybrid,full time,query-0043-job-0,UX Researcher,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research figma design systems in a collaborative team.,"Berlin, Germany",hybrid,lead,full time,2026-05-06 15:00:00+00:00,research|figma|design systems,"$90,000 - $140,000",https://jobs.example/query-0043-job-0,synthetic,1
query-0069,lead Python Developer,"Toronto, Canada",docker|redis|python,lead,remote,full time,query-0069-job-4,UX Designer,Vertex Studio,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping usability research figma in a collaborative team.,"London, UK",remote,lead,full time,2026-04-22 20:00:00+00:00,prototyping|usability|research|figma,,https://jobs.example/query-0069-job-4,synthetic,0
query-0160,lead UI Engineer,"London, UK",css|testing|html,lead,hybrid,full time,query-0160-job-7,Backend Engineer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi python docker redis in a collaborative team.,"Toronto, Canada",remote,entry,full time,2026-04-24 18:00:00+00:00,fastapi|python|docker|redis,"$90,000 - $140,000",https://jobs.example/query-0160-job-7,synthetic,0
query-0286,senior Python Developer,"London, UK",postgresql|python|rest api,senior,onsite,full time,query-0286-job-1,Software Specialist,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql python rest api fastapi in a collaborative team.,"London, UK",onsite,senior,full time,2026-04-23 10:00:00+00:00,postgresql|python|rest api|fastapi,"$90,000 - $140,000",https://jobs.example/query-0286-job-1,synthetic,1
query-0085,entry Security Engineer,"London, UK",threat modeling|siem|incident response,entry,remote,full time,query-0085-job-0,Security Engineer,Northstar Labs,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling siem incident response python in a collaborative team.,"London, UK",remote,entry,full time,2026-05-11 08:00:00+00:00,threat modeling|siem|incident response|python,,https://jobs.example/query-0085-job-0,synthetic,1
query-0114,entry Product Manager,"Toronto, Canada",analytics|roadmaps|sql,entry,onsite,contract,query-0114-job-4,Analytics Engineer,Vertex Studio,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with airflow sql kafka spark in a collaborative team.,"London, UK",remote,mid,part time,2026-04-23 12:00:00+00:00,airflow|sql|kafka|spark,"$90,000 - $140,000",https://jobs.example/query-0114-job-4,synthetic,0
query-0112,lead SOC Analyst,"Berlin, Germany",threat modeling|siem|python,lead,onsite,part time,query-0112-job-7,Python Developer,Maple Cloud,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql rest api docker redis in a collaborative team.,"New York, USA",onsite,senior,part time,2026-05-28 15:00:00+00:00,postgresql|rest api|docker|redis,"$90,000 - $140,000",https://jobs.example/query-0112-job-7,synthetic,0
query-0044,entry Data Engineer,Remote,sql|spark|python,entry,hybrid,full time,query-0044-job-0,Data Engineer,Northstar Labs,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with sql spark python dbt airflow in a collaborative team.,Remote,hybrid,entry,full time,2026-05-21 02:00:00+00:00,sql|spark|python|dbt|airflow,,https://jobs.example/query-0044-job-0,synthetic,1
query-0011,mid Python Developer,Remote,fastapi|docker|rest api,mid,remote,full time,query-0011-job-3,DevOps Engineer,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with terraform kubernetes observability aws in a collaborative team.,Remote,onsite,entry,full time,2026-04-18 02:00:00+00:00,terraform|kubernetes|observability|aws,,https://jobs.example/query-0011-job-3,synthetic,0
query-0229,senior DevOps Engineer,"New York, USA",linux|python|observability,senior,remote,full time,query-0229-job-5,Machine Learning Engineer,Helio Systems,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with pytorch mlops python scikit learn in a collaborative team.,Remote,onsite,mid,full time,2026-05-15 00:00:00+00:00,pytorch|mlops|python|scikit learn,"$90,000 - $140,000",https://jobs.example/query-0229-job-5,synthetic,0
query-0261,mid SOC Analyst,"London, UK",incident response|siem|cloud security,mid,hybrid,contract,query-0261-job-2,SOC Analyst,Maple Cloud,"Role focused on protect applications investigate threats and improve security controls, but requires lead experience and attendance in Remote.",Remote,hybrid,lead,contract,2026-04-26 19:00:00+00:00,threat modeling|siem,"$90,000 - $140,000",https://jobs.example/query-0261-job-2,synthetic,0
query-0260,entry Python Developer,Remote,fastapi|docker|python,entry,remote,full time,query-0260-job-6,Cloud Engineer,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python terraform linux kubernetes in a collaborative team.,"Berlin, Germany",hybrid,senior,full time,2026-04-28 13:00:00+00:00,python|terraform|linux|kubernetes,"$90,000 - $140,000",https://jobs.example/query-0260-job-6,synthetic,0
query-0108,senior ML Engineer,Remote,sql|nlp|scikit learn,senior,remote,full time,query-0108-job-3,Data Entry Specialist,Helio Systems,We are hiring someone to build accessible responsive web applications and design systems. You will work with html react css typescript in a collaborative team.,"London, UK",onsite,entry,contract,2026-05-09 23:00:00+00:00,html|react|css|typescript,,https://jobs.example/query-0108-job-3,synthetic,0
query-0032,lead Security Engineer,"Toronto, Canada",python|siem|incident response,lead,remote,full time,query-0032-job-5,UI Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with html typescript webpack css in a collaborative team.,"Toronto, Canada",hybrid,entry,contract,2026-05-17 05:00:00+00:00,html|typescript|webpack|css,"$90,000 - $140,000",https://jobs.example/query-0032-job-5,synthetic,0
query-0228,senior ML Engineer,"Berlin, Germany",nlp|mlops|scikit learn,senior,remote,full time,query-0228-job-2,ML Engineer,Orbit Works,"Role focused on build production machine learning systems and deploy predictive models, but requires entry experience and attendance in Remote.",Remote,onsite,entry,full time,2026-05-18 05:00:00+00:00,pytorch|nlp,"$90,000 - $140,000",https://jobs.example/query-0228-job-2,synthetic,0
query-0093,senior Data Engineer,"Toronto, Canada",python|spark|dbt,senior,remote,contract,query-0093-job-4,UX Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems figma prototyping usability in a collaborative team.,"Toronto, Canada",onsite,mid,part time,2026-05-23 13:00:00+00:00,design systems|figma|prototyping|usability,"$90,000 - $140,000",https://jobs.example/query-0093-job-4,synthetic,0
query-0102,entry UX Researcher,"New York, USA",figma|prototyping|research,entry,hybrid,full time,query-0102-job-1,Creative Specialist,Helio Systems,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma prototyping research in a collaborative team.,"New York, USA",hybrid,entry,full time,2026-04-18 08:00:00+00:00,figma|prototyping|research,,https://jobs.example/query-0102-job-1,synthetic,1
query-0202,senior Product Manager,Remote,agile|analytics|discovery,senior,remote,contract,query-0202-job-0,Product Manager,Helio Systems,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with agile analytics discovery roadmaps in a collaborative team.,Remote,remote,senior,contract,2026-05-18 00:00:00+00:00,agile|analytics|discovery|roadmaps,,https://jobs.example/query-0202-job-0,synthetic,1
query-0070,senior ML Engineer,"Berlin, Germany",pytorch|python|sql,senior,hybrid,full time,query-0070-job-7,Cloud Engineer,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability linux aws python in a collaborative team.,Remote,remote,lead,contract,2026-04-24 01:00:00+00:00,observability|linux|aws|python,,https://jobs.example/query-0070-job-7,synthetic,0
query-0279,mid Analytics Engineer,Remote,kafka|python|sql,mid,hybrid,contract,query-0279-job-4,Product Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research design systems figma usability in a collaborative team.,"Toronto, Canada",hybrid,mid,full time,2026-04-30 07:00:00+00:00,research|design systems|figma|usability,,https://jobs.example/query-0279-job-4,synthetic,0
query-0237,mid Analytics Engineer,"New York, USA",sql|spark|python,mid,hybrid,part time,query-0237-job-4,Backend Engineer,Vertex Studio,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python rest api docker fastapi in a collaborative team.,"Toronto, Canada",hybrid,entry,part time,2026-05-15 01:00:00+00:00,python|rest api|docker|fastapi,,https://jobs.example/query-0237-job-4,synthetic,0
query-0242,mid DevOps Engineer,Remote,linux|python|terraform,mid,hybrid,full time,query-0242-job-0,DevOps Engineer,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with linux python terraform in a collaborative team.,Remote,hybrid,mid,full time,2026-05-29 22:00:00+00:00,linux|python|terraform,,https://jobs.example/query-0242-job-0,synthetic,1
query-0298,senior UX Designer,"Toronto, Canada",figma|prototyping|usability,senior,remote,full time,query-0298-job-6,Frontend Engineer,Helio Systems,We are hiring someone to build accessible responsive web applications and design systems. You will work with typescript testing css html in a collaborative team.,"Toronto, Canada",remote,entry,contract,2026-05-08 06:00:00+00:00,typescript|testing|css|html,"$90,000 - $140,000",https://jobs.example/query-0298-job-6,synthetic,0
